Date,close,returns,forecasted_price
2020-01-01,7168.31,0.9928957282951965,7256.119269413127
2020-01-02,7175.68,1.0010281363389697,7260.080681718265
2020-01-03,6944.33,0.9677591531394933,7269.741567027752
2020-01-04,7326.35,1.0550117865942432,7278.807509468836
2020-01-05,7347.89,1.00294007247811,7288.30230411336
2020-01-06,7351.57,1.0005008240460866,7298.049273431006
2020-01-07,7759.24,1.0554534609614001,7308.069051533155
2020-01-08,8165.47,1.0523543542924307,7318.350172798378
2020-01-09,8042.65,0.9849586123027823,7328.886712220253
2020-01-10,7817.92,0.9720577172946728,7339.672097616498
2020-01-11,8184.66,1.0469101755965782,7350.700115634424
2020-01-12,8021.49,0.9800639244635696,7361.964737426761
2020-01-13,8173.97,1.0190089372423328,7373.460138450101
2020-01-14,8105.24,0.9915916011436303,7385.1806867663045
2020-01-15,8842.42,1.090951039080891,7397.1209368632535
2020-01-16,8813.89,0.9967735077049042,7409.275622901955
2020-01-17,8722.03,0.9895778141093208,7421.639652374355
2020-01-18,8900.34,1.0204436352546367,7434.208099995291
2020-01-19,8910.85,1.001180853765137,7446.976201843403
2020-01-20,8703.36,0.976714903740945,7459.939349735129
2020-01-21,8626.47,0.9911654809177144,7473.093085821786
2020-01-22,8722.26,1.0111041944155605,7486.4330973992655
2020-01-23,8658.94,0.9927404136083997,7499.955211920741
2020-01-24,8388.11,0.9687224995207265,7513.655392203199
2020-01-25,8428.17,1.0047758076610822,7527.529731819038
2020-01-26,8327.36,0.9880389218537358,7541.57445066447
2020-01-27,8588.42,1.0313496714444914,7555.785890696989
2020-01-28,8895.78,1.035787723469509,7570.160511834287
2020-01-29,9385.69,1.0550721802922285,7584.694888007795
2020-01-30,9279.81,0.9887189966853794,7599.385703363914
2020-01-31,9502.37,1.0239832496570513,7614.229748606719
2020-02-01,9333.77,0.9822570579760628,7629.223917476032
2020-02-02,9378.09,1.0047483492736589,7644.3652033551525
2020-02-03,9314.56,0.9932256994761193,7659.650696002649
2020-02-04,9162.14,0.9836363714442765,7675.077578403208
2020-02-05,9162.14,1.0,7690.643123732438
2020-02-06,9614.9,1.0494164027181423,7706.3446924309055
2020-02-07,9755.66,1.0146397778448033,7722.179729383058
2020-02-08,9807.54,1.0053179385095423,7738.145761196597
2020-02-09,9907.12,1.0101534125784855,7754.240393578352
2020-02-10,10162.41,1.025768336307625,7770.461308802641
2020-02-11,9854.79,0.9697296212217379,7786.806263268576
2020-02-12,10275.38,1.0426787379538274,7803.2730851426495
2020-02-13,10354.3,1.0076804945413211,7819.859672083224
2020-02-14,10242.43,0.989195793052162,7836.563989043896
2020-02-15,10368.53,1.012311531540855,7853.384066152395
2020-02-16,9904.17,0.9552144807412429,7870.317996662268
2020-02-17,9937.67,1.0033824136702016,7887.363934974514
2020-02-18,9703.93,0.9764793960757401,7904.520094726456
2020-02-19,10180.65,1.0491264879280868,7921.784746945278
2020-02-20,9604.72,0.9434289559114595,7939.156218263873
2020-02-21,9606.86,1.000222807119833,7956.632889196502
2020-02-22,9696.58,1.0093391597254462,7974.213192472228
2020-02-23,9669.63,0.9972206695556577,7991.895611423749
2020-02-24,9989.39,1.033068483489027,8009.678678429785
2020-02-25,9663.75,0.967401412899086,8027.56097340893
2020-02-26,9309.15,0.9633061699650757,8045.541122363122
2020-02-27,8785.52,0.9437510406428085,8063.617795968902
2020-02-28,8804.72,1.0021854141815167,8081.789708214789
2020-02-29,8712.35,0.9895090360624756,8100.055615083053
2020-03-01,8534.17,0.9795485718548956,8118.414313274313
2020-03-02,8912.82,1.0443686966629444,8136.864638973454
2020-03-03,8912.82,1.0,8155.405466655383
2020-03-04,8754.34,0.9822188712438936,8174.035707929194
2020-03-05,8758.9,1.0005208844984317,8192.754310419446
2020-03-06,9067.39,1.035220176049504,8211.560256683215
2020-03-07,9155.89,1.0097602507447017,8230.452563161693
2020-03-08,8898.63,0.9719022399788552,8249.430279165148
2020-03-09,8039.38,0.9034401924790672,8268.492485890029
2020-03-10,7931.94,0.9866357853466311,8287.638295467259
2020-03-11,7885.46,0.9941401473031819,8306.866850040473
2020-03-12,7936.65,1.0064916948408844,8326.177320873281
2020-03-13,4830.21,0.6085955661393662,8345.56890748464
2020-03-14,5609.03,1.1612393664043592,8365.040836811168
2020-03-15,5166.26,0.9210612173584382,8384.592362395775
2020-03-16,5348.44,1.0352634207337608,8404.222763601465
2020-03-17,5026.35,0.9397787018270749,8423.931344849685
2020-03-18,5357.61,1.0659046823241516,8443.71743488227
2020-03-19,5410.23,1.0098215435614015,8463.580386046242
2020-03-20,6195.2,1.1450899499651586,8483.519573600743
2020-03-21,6226.44,1.0050426136363635,8503.534395045333
2020-03-22,6189.85,0.9941234477486334,8523.624269468957
2020-03-23,5822.62,0.9406722295370646,8543.788636918913
2020-03-24,6502.16,1.1167069120086834,8564.026957789241
2020-03-25,6768.49,1.0409602347527591,8584.338712227725
2020-03-26,6698.46,0.9896535268575414,8604.723399561104
2020-03-27,6763.75,1.0097470164784144,8625.180537737799
2020-03-28,6369.09,0.9416507115135835,8645.709662787624
2020-03-29,6260.95,0.9830211223267373,8666.310328297906
2020-03-30,5885.41,0.9400186872599207,8686.982104905534
2020-03-31,6405.29,1.0883336929797585,8707.724579804375
2020-04-01,6428.28,1.003589220784695,8728.537356267661
2020-04-02,6652.87,1.0349378060694308,8749.420053184796
2020-04-03,6809.11,1.0234846013825611,8770.372304612112
2020-04-04,6741.67,0.9900956218947852,8791.393759337212
2020-04-05,6871.69,1.019286022602708,8812.484080456414
2020-04-06,6777.44,0.9862843056074998,8833.6429449649
2020-04-07,7343.2,1.083476947047853,8854.870043359211
2020-04-08,7205.55,0.9812547663144133,8876.16507925163
2020-04-09,7365.03,1.0221329391927056,8897.527768996111
2020-04-10,7293.69,0.9903136850766392,8918.957841325484
2020-04-11,6873.24,0.9423542815776377,8940.455036999403
2020-04-12,6891.6,1.0026712292892437,8962.019108462886
2020-04-13,6915.37,1.0034491264728074,8983.649819515058
2020-04-14,6857.66,0.9916548210724806,9005.346944987701
2020-04-15,6871.95,1.0020838011799944,9027.110270433413
2020-04-16,6623.8,0.9638894345855252,9048.939591823097
2020-04-17,7112.27,1.0737446782813491,9070.834715252362
2020-04-18,7034.89,0.9891202105656843,9092.795456656686
2020-04-19,7259.36,1.0319081037514446,9114.821641535073
2020-04-20,7130.04,0.982185757422142,9136.913104681855
2020-04-21,6840.24,0.9593550667317434,9159.06968992643
2020-04-22,6852.52,1.0017952586458956,9181.291249880807
2020-04-23,7130.99,1.0406376048519377,9203.577645694493
2020-04-24,7477.6,1.0486061542646954,9225.928746816726
2020-04-25,7507.08,1.0039424414250562,9248.34443076571
2020-04-26,7549.52,1.0056533299232193,9270.82458290466
2020-04-27,7699.27,1.0198356981635919,9293.369096224471
2020-04-28,7790.66,1.0118699565023697,9315.977871132765
2020-04-29,7765.33,0.9967486708443187,9338.650815249252
2020-04-30,8777.63,1.1303614913983049,9361.387843207005
2020-05-01,8628.77,0.983040980310175,9384.188876459657
2020-05-02,8824.66,1.0227019609979173,9407.053843094309
2020-05-03,8973.82,1.0169026342091367,9429.982677649843
2020-05-04,8903.95,0.9922140181104592,9452.975320940699
2020-05-05,8885.93,0.9979761791115179,9476.031719885761
2020-05-06,9030.96,1.0163213079553854,9499.151827342255
2020-05-07,9170.79,1.0154834037577403,9522.33560194465
2020-05-08,10002.48,1.0906890246096572,9545.58300794812
2020-05-09,9821.8,0.9819364797530212,9568.894015076778
2020-05-10,9527.39,0.9700248426968581,9592.26859837623
2020-05-11,8754.46,0.9188728497521357,9615.706738070532
2020-05-12,8617.25,0.9843268459733668,9639.208419423321
2020-05-13,8814.53,1.0228936145522065,9662.773632603034
2020-05-14,9305.93,1.0557488601207323,9686.402372552082
2020-05-15,9790.31,1.052050681662123,9710.094638859835
2020-05-16,9303.59,0.9502855374344633,9733.850435639353
2020-05-17,9385.7,1.0088256253768708,9757.669771407753
2020-05-18,9669.4,1.0302268344396261,9781.55265897005
2020-05-19,9719.37,1.0051678490909468,9805.499115306397
2020-05-20,9785.74,1.0068286318969233,9829.50916146266
2020-05-21,9510.67,0.9718907307980796,9853.58282244421
2020-05-22,9057.57,0.9523587717794856,9877.720127112769
2020-05-23,9167.26,1.0121103121477395,9901.921108086346
2020-05-24,9178.32,1.0012064673632033,9926.185801642101
2020-05-25,8730.73,0.9512339948923114,9950.514247621959
2020-05-26,8899.66,1.01934889751487,9974.906489341125
2020-05-27,8842.85,0.9936166100727444,9999.362573499231
2020-05-28,9197.54,1.0401103716561968,10023.882550094007
2020-05-29,9569.21,1.0404097182507495,10048.466472337654
2020-05-30,9425.98,0.9850322022403104,10073.114396575464
2020-05-31,9698.1,1.0288691467624587,10097.826382207013
2020-06-01,9450.84,0.9745042843443561,10122.602491609552
2020-06-02,10204.23,1.0797167235928233,10147.442790063677
2020-06-03,9525.57,0.9334922870221467,10172.347345681152
2020-06-04,9658.04,1.0139067793318406,10197.31622933495
2020-06-05,9794.56,1.014135373222724,10222.349514591222
2020-06-06,9623.75,0.9825607275875589,10247.447277643323
2020-06-07,9670.43,1.0048505000649435,10272.609597247758
2020-06-08,9753.85,1.0086262968658064,10297.836554662075
2020-06-09,9782.59,1.0029465288065738,10323.12823358446
2020-06-10,9775.15,0.9992394652132002,10348.484720095217
2020-06-11,9892.13,1.011967079789057,10373.906102599949
2020-06-12,9286.42,0.9387684957638043,10399.39247177431
2020-06-13,9459.97,1.0186885796679452,10424.94392051058
2020-06-14,9473.5,1.001430237093775,10450.560543865577
2020-06-15,9330.07,0.9848598722752943,10476.242439010317
2020-06-16,9426.7,1.0103568354792622,10501.989705181008
2020-06-17,9526.0,1.0105339090031507,10527.802443631565
2020-06-18,9454.81,0.992526768843166,10553.68075758748
2020-06-19,9380.03,0.9920907982286266,10579.624752201134
2020-06-20,9300.15,0.9914840357653439,10605.634534508315
2020-06-21,9357.43,1.0061590404455842,10631.710213386112
2020-06-22,9284.78,0.992236116113078,10657.851899511987
2020-06-23,9691.9,1.043848104101551,10684.059705324165
2020-06-24,9621.49,0.9927351706063826,10710.333744983021
2020-06-25,9276.58,0.9641521219686348,10736.67413433382
2020-06-26,9240.85,0.9961483650224544,10763.08099087039
2020-06-27,9154.45,0.9906502107490113,10789.554433699937
2020-06-28,9004.23,0.9835904942405058,10816.094583508946
2020-06-29,9127.47,1.013686900490103,10842.70156253003
2020-06-30,9185.35,1.0063412972050307,10869.375494509797
2020-07-01,9133.97,0.9944063100480656,10896.116504677704
2020-07-02,9236.38,1.011211992156751,10922.92471971575
2020-07-03,9087.98,0.9839330993311233,10949.800267729146
2020-07-04,9072.42,0.9982878483447367,10976.743278217882
2020-07-05,9131.31,1.006491101602439,11003.753882049075
2020-07-06,9089.09,0.9953763479719778,11030.83221143016
2020-07-07,9348.91,1.0285859200426004,11057.978399882928
2020-07-08,9256.23,0.9900865448485439,11085.19258221832
2020-07-09,9440.07,1.0198612177960142,11112.474894511959
2020-07-10,9238.04,0.9785986756454138,11139.825474080426
2020-07-11,9287.4,1.0053431247320859,11167.244459458294
2020-07-12,9235.96,0.9944613131769924,11194.731990375762
2020-07-13,9295.9,1.0064898505407127,11222.288207737072
2020-07-14,9238.13,0.9937854322873524,11249.913253599541
2020-07-15,9254.52,1.001774168581737,11277.607271153156
2020-07-16,9193.51,0.9934075457182003,11305.37040470089
2020-07-17,9131.0,0.9932006382763493,11333.202799639575
2020-07-18,9154.19,1.0025396999233382,11361.104602441348
2020-07-19,9174.71,1.002241596471124,11389.075960635664
2020-07-20,9214.66,1.0043543610642736,11417.11702279193
2020-07-21,9163.87,0.9944881308697229,11445.2279385025
2020-07-22,9392.66,1.0249665261510692,11473.408858366407
2020-07-23,9537.4,1.01540990518128,11501.659933973417
2020-07-24,9613.11,1.0079382221569821,11529.981317888703
2020-07-25,9551.28,0.9935681584835708,11558.373163637902
2020-07-26,9707.5,1.0163559229757686,11586.835625692649
2020-07-27,9938.83,1.023830028328612,11615.368859456641
2020-07-28,11042.4,1.1110362084873169,11643.973021252054
2020-07-29,10934.94,0.9902684199087156,11672.648268306351
2020-07-30,11102.67,1.015338904465868,11701.394758739605
2020-07-31,11114.93,1.0011042388902849,11730.212651552189
2020-08-01,11343.88,1.020598420322935,11759.102106612763
2020-08-02,11823.69,1.0422968155516457,11788.06328464677
2020-08-03,11077.77,0.9369130956579544,11817.096347225242
2020-08-04,11242.57,1.014876640334652,11846.20145675389
2020-08-05,11194.25,0.9957020503319082,11875.378776462672
2020-08-06,11750.28,1.0496710364696162,11904.628470395615
2020-08-07,11772.94,1.0019284646833948,11933.95070340096
2020-08-08,11605.6,0.9857860483447635,11963.345641121656
2020-08-09,11767.6,1.013958778520714,11992.813449986148
2020-08-10,11684.06,0.9929008463917876,12022.35429719944
2020-08-11,11893.03,1.0178850502308274,12051.968350734485
2020-08-12,11392.43,0.9579081192934013,12081.655779323872
2020-08-13,11573.11,1.015859654173868,12111.416752451725
2020-08-14,11777.43,1.0176547185674378,12141.251440345914
2020-08-15,11774.38,0.9997410300889072,12171.160013970475
2020-08-16,11873.98,1.0084590441280135,12201.142645018394
2020-08-17,11914.01,1.0033712369399308,12231.19950590448
2020-08-18,12293.72,1.0318708814244741,12261.33076975857
2020-08-19,11969.53,0.9736296255323857,12291.536610419009
2020-08-20,11734.0,0.9803225356384084,12321.817202426217
2020-08-21,11865.82,1.011234020794273,12352.172721016601
2020-08-22,11522.8,0.9710917576703506,12382.60334211659
2020-08-23,11683.44,1.013941055993335,12413.109242336908
2020-08-24,11653.02,0.9973963147840019,12443.690598967114
2020-08-25,11763.93,1.0095177044234027,12474.347589970183
2020-08-26,11337.4,0.9637425588217542,12505.08039397742
2020-08-27,11467.37,1.01146382768536,12535.889190283495
2020-08-28,11302.01,0.985579954252806,12566.77415884167
2020-08-29,11534.75,1.0205927972104076,12597.735480259125
2020-08-30,11481.64,0.9953956522681462,12628.77333579261
2020-08-31,11707.78,1.0196957925871217,12659.887907344115
2020-09-01,11659.57,0.9958822253236735,12691.079377456761
2020-09-02,11923.25,1.0226148991772424,12722.347929310812
2020-09-03,11397.44,0.9559004466064203,12753.693746719911
2020-09-04,10187.51,0.8938419504730887,12785.117014127381
